Destination ID,Attraction,Restaurant_Name      ,Location        ,Rating        , Price Range ,Province
658,Gokarneshwor Temple,No,No,No,No,3
659,Tripureswor,No,No,No,No,3
659,Tripureswor,No,No,No,No,3
659,Tripureswor,No,No,No,No,3
660,Salyankot,No,No,No,No,3
660,Salyankot,No,No,No,No,3
660,Salyankot,No,No,No,No,3
661,Mahavir,No,No,No,No,3
661,Mahavir,No,No,No,No,3
661,Mahavir,No,No,No,No,3
662,Vharse Pokhari,No,No,No,No,3
662,Vharse Pokhari,No,No,No,No,3
662,Vharse Pokhari,No,No,No,No,3
663,Gangajamuna,No,No,No,No,3
663,Gangajamuna,No,No,No,No,3
663,Gangajamuna,No,No,No,No,3
664,Gumdi,No,No,No,No,3
664,Gumdi,No,No,No,No,3
664,Gumdi,No,No,No,No,3
665,Khaniyanbas,No,No,No,No,3
665,Khaniyanbas,No,No,No,No,3
665,Khaniyanbas,No,No,No,No,3
